Date,Ticker,Open,High,Low,Close,Volume
2025-11-06,GOTO.JK,41.74,42.02,41.59,41.61,850087
2025-11-07,GOTO.JK,40.81,41.14,40.43,40.85,1997979
2025-11-10,GOTO.JK,38.8,40.51,38.76,39.76,1325718
2025-11-11,GOTO.JK,38.96,39.0,38.64,38.99,1053481
2025-11-12,GOTO.JK,39.73,40.24,39.67,39.82,969188
2025-11-13,GOTO.JK,38.98,39.27,38.86,39.07,1094116
2025-11-14,GOTO.JK,40.95,41.6,40.71,41.19,2005716
2025-11-17,GOTO.JK,41.61,41.69,41.46,41.6,1054100
2025-11-18,GOTO.JK,41.35,41.86,41.18,41.75,513239
2025-11-19,GOTO.JK,40.92,41.62,40.07,41.04,1064613
2025-11-20,GOTO.JK,42.15,42.34,40.63,41.62,806781
2025-11-21,GOTO.JK,40.98,41.27,40.78,41.14,536906
2025-11-24,GOTO.JK,40.86,41.53,40.37,41.24,707192
2025-11-25,GOTO.JK,43.11,43.51,42.78,43.41,552225
2025-11-26,GOTO.JK,43.2,44.25,43.09,43.33,1167553
2025-11-27,GOTO.JK,44.37,44.63,44.05,44.33,756732
2025-11-28,GOTO.JK,42.96,44.19,42.77,43.71,504139
2025-12-01,GOTO.JK,43.86,44.11,43.24,43.68,1329086
2025-12-02,GOTO.JK,45.3,45.31,45.2,45.26,2257365
2025-12-03,GOTO.JK,44.67,44.89,44.55,44.69,1017187
2025-12-04,GOTO.JK,46.51,46.76,46.22,46.34,680459
2025-12-05,GOTO.JK,46.81,47.85,46.31,47.0,1847502
2025-12-08,GOTO.JK,46.94,47.4,45.7,46.48,546172
2025-12-09,GOTO.JK,47.1,47.12,46.56,47.07,1309149
2025-12-10,GOTO.JK,48.12,48.36,47.93,47.99,631071
2025-12-11,GOTO.JK,48.77,49.02,47.78,48.6,579171
2025-12-12,GOTO.JK,48.07,48.4,46.33,47.09,853675
2025-12-15,GOTO.JK,46.84,47.0,46.33,46.41,1069050
2025-12-16,GOTO.JK,46.41,47.02,46.14,46.18,926598
2025-12-17,GOTO.JK,46.35,46.37,46.05,46.12,399275
2025-12-18,GOTO.JK,46.64,47.07,46.19,46.69,1289166
2025-12-19,GOTO.JK,47.22,47.52,45.54,46.86,1041763
2025-12-22,GOTO.JK,46.06,46.33,44.92,45.62,951757
2025-12-23,GOTO.JK,46.06,46.33,45.87,45.97,1307680
2025-12-24,GOTO.JK,47.08,47.3,46.03,46.54,638116
2025-12-25,GOTO.JK,47.03,47.57,46.51,47.06,2003917
2025-12-26,GOTO.JK,47.91,48.41,47.83,48.09,1321681
