Date,Ticker,Open,High,Low,Close,Volume
2025-10-30,BBCA.JK,7883.96,7916.58,7868.46,7870.89,723766
2025-10-31,BBCA.JK,7992.94,8039.89,7893.6,7952.11,582297
2025-11-03,BBCA.JK,8014.29,8069.96,7949.71,7967.56,2141618
2025-11-04,BBCA.JK,8103.08,8142.73,8080.47,8123.42,1309250
2025-11-05,BBCA.JK,8112.65,8114.94,7944.79,8010.16,496941
2025-11-06,BBCA.JK,7940.42,7972.48,7934.28,7957.84,1325095
2025-11-07,BBCA.JK,7921.45,7926.58,7876.88,7895.67,1024557
2025-11-10,BBCA.JK,7713.06,7805.07,7652.27,7667.91,660026
2025-11-11,BBCA.JK,7626.61,7909.67,7528.24,7713.46,1284614
2025-11-12,BBCA.JK,7697.16,7877.25,7627.13,7753.84,613375
2025-11-13,BBCA.JK,7733.68,7791.46,7690.9,7754.63,443183
2025-11-14,BBCA.JK,7740.55,7776.29,7690.94,7718.34,1024333
2025-11-17,BBCA.JK,7455.78,7550.16,7450.62,7502.91,650374
2025-11-18,BBCA.JK,7502.13,7523.05,7413.03,7440.06,825077
2025-11-19,BBCA.JK,7400.22,7465.24,7304.45,7389.23,290595
2025-11-20,BBCA.JK,7378.77,7386.37,7169.07,7271.62,671361
2025-11-21,BBCA.JK,7190.66,7314.34,7163.28,7248.2,1044245
2025-11-24,BBCA.JK,7407.64,7439.2,7285.06,7307.01,925113
2025-11-25,BBCA.JK,7598.87,7605.35,7570.43,7587.92,1155909
2025-11-26,BBCA.JK,7698.74,7729.19,7563.13,7614.46,2822718
2025-11-27,BBCA.JK,7623.65,7707.97,7587.27,7653.78,1009251
2025-11-28,BBCA.JK,7677.51,7743.07,7599.43,7642.4,2312244
2025-12-01,BBCA.JK,7474.59,7483.82,7330.49,7354.67,477451
2025-12-02,BBCA.JK,7363.39,7425.4,7292.5,7350.77,1771589
2025-12-03,BBCA.JK,7388.65,7521.43,7328.51,7359.63,1514625
2025-12-04,BBCA.JK,7764.75,7778.3,7668.38,7731.28,651784
2025-12-05,BBCA.JK,7789.56,7808.12,7687.25,7701.6,873770
2025-12-08,BBCA.JK,7757.15,7778.32,7702.1,7748.19,613005
2025-12-09,BBCA.JK,7748.6,7863.94,7611.7,7742.81,679162
2025-12-10,BBCA.JK,7565.44,7657.6,7503.78,7563.93,536693
2025-12-11,BBCA.JK,7812.04,7879.85,7715.97,7738.81,3396943
2025-12-12,BBCA.JK,7863.19,7927.06,7780.19,7856.07,1066743
2025-12-15,BBCA.JK,7893.73,8157.56,7846.25,7981.34,2562574
2025-12-16,BBCA.JK,7926.16,7944.17,7702.14,7837.49,1959540
2025-12-17,BBCA.JK,8050.74,8077.85,7909.53,8060.49,1028254
2025-12-18,BBCA.JK,7854.29,7905.89,7828.27,7837.64,1728226
2025-12-19,BBCA.JK,7889.08,7931.13,7861.26,7930.17,1509208
2025-12-22,BBCA.JK,8250.66,8333.97,8181.88,8285.31,1037339
2025-12-23,BBCA.JK,8118.53,8176.05,8106.21,8122.79,259644
2025-12-24,BBCA.JK,8034.86,8113.67,7899.36,8031.31,973217
2025-12-25,BBCA.JK,8099.42,8102.13,8032.63,8047.33,874201
2025-12-26,BBCA.JK,8003.11,8059.68,7919.87,7966.7,575070
