Date,Ticker,Open,High,Low,Close,Volume
2025-10-01,BUMI.JK,105.77,106.83,105.31,105.82,859340
2025-10-02,BUMI.JK,108.36,108.74,106.17,108.61,1608261
2025-10-03,BUMI.JK,112.01,112.63,111.81,112.05,2352095
2025-10-06,BUMI.JK,112.22,112.23,110.43,112.13,1035646
2025-10-07,BUMI.JK,109.91,111.48,109.7,110.45,1787716
2025-10-08,BUMI.JK,112.32,112.67,110.58,111.47,1099428
2025-10-09,BUMI.JK,109.99,110.93,109.26,109.97,1649583
2025-10-10,BUMI.JK,113.82,116.24,111.88,114.49,2239245
2025-10-13,BUMI.JK,115.41,116.56,114.21,114.8,1929878
2025-10-14,BUMI.JK,114.08,114.49,113.29,113.96,1063539
2025-10-15,BUMI.JK,112.81,115.83,112.58,114.39,1317508
2025-10-16,BUMI.JK,110.62,111.95,110.55,111.35,806822
2025-10-17,BUMI.JK,108.17,110.27,107.65,109.2,707363
2025-10-20,BUMI.JK,111.97,112.55,111.34,111.86,856753
2025-10-21,BUMI.JK,109.84,112.04,108.92,110.4,686548
2025-10-22,BUMI.JK,108.76,109.34,107.84,108.11,852546
2025-10-23,BUMI.JK,110.3,111.2,108.19,109.28,671653
2025-10-24,BUMI.JK,111.52,112.34,110.98,111.9,405931
2025-10-27,BUMI.JK,112.88,115.8,111.58,113.52,452907
2025-10-28,BUMI.JK,113.29,118.73,113.29,115.8,785424
2025-10-29,BUMI.JK,113.81,114.17,113.02,114.06,1076157
2025-10-30,BUMI.JK,110.67,111.39,110.24,110.87,899815
2025-10-31,BUMI.JK,114.17,114.45,114.02,114.24,610431
2025-11-03,BUMI.JK,112.88,115.7,111.29,113.51,951901
2025-11-04,BUMI.JK,114.79,115.29,111.37,112.94,1009469
2025-11-05,BUMI.JK,113.61,116.32,113.42,115.98,564472
2025-11-06,BUMI.JK,117.34,117.79,116.93,117.28,1055780
2025-11-07,BUMI.JK,118.28,118.47,118.04,118.35,1882976
2025-11-10,BUMI.JK,123.5,126.0,121.62,123.59,648503
2025-11-11,BUMI.JK,122.45,122.8,121.13,122.01,2006180
2025-11-12,BUMI.JK,123.8,127.12,121.28,124.3,882476
2025-11-13,BUMI.JK,124.85,125.62,123.68,124.44,1675770
2025-11-14,BUMI.JK,124.35,125.47,124.17,125.11,1756551
2025-11-17,BUMI.JK,128.48,130.23,128.44,128.99,1925439
2025-11-18,BUMI.JK,129.74,130.47,129.41,130.31,2009411
2025-11-19,BUMI.JK,131.24,133.6,130.59,131.72,986883
2025-11-20,BUMI.JK,133.08,135.02,133.02,134.57,1150366
2025-11-21,BUMI.JK,132.71,136.19,132.56,133.6,956780
2025-11-24,BUMI.JK,130.68,131.41,130.06,131.37,831099
2025-11-25,BUMI.JK,130.39,130.48,128.42,128.66,1416908
2025-11-26,BUMI.JK,122.43,125.95,121.01,123.69,846275
2025-11-27,BUMI.JK,128.43,130.35,127.44,128.89,550481
2025-11-28,BUMI.JK,126.94,127.51,124.05,126.07,1074087
2025-12-01,BUMI.JK,125.16,126.23,124.91,125.52,919365
2025-12-02,BUMI.JK,124.77,126.68,123.75,124.82,789744
2025-12-03,BUMI.JK,125.38,125.97,124.39,125.59,282198
2025-12-04,BUMI.JK,128.55,131.02,125.28,127.66,866752
2025-12-05,BUMI.JK,128.79,130.46,128.73,129.88,3751559
2025-12-08,BUMI.JK,129.2,130.17,126.67,128.37,471665
2025-12-09,BUMI.JK,129.69,130.24,127.6,127.94,1144037
2025-12-10,BUMI.JK,127.32,130.42,126.78,128.67,842319
2025-12-11,BUMI.JK,129.95,130.45,126.84,128.03,412088
2025-12-12,BUMI.JK,131.4,132.63,130.63,132.21,1879415
2025-12-15,BUMI.JK,134.46,134.85,131.96,133.52,972926
2025-12-16,BUMI.JK,138.03,138.24,133.43,135.49,1153472
2025-12-17,BUMI.JK,136.47,137.51,135.66,137.3,1345517
2025-12-18,BUMI.JK,141.93,143.5,140.5,140.56,229880
2025-12-19,BUMI.JK,139.39,143.49,138.75,141.07,615187
2025-12-22,BUMI.JK,138.39,138.46,136.7,137.46,501671
2025-12-23,BUMI.JK,139.57,139.97,137.61,138.56,1436986
2025-12-24,BUMI.JK,136.55,137.25,134.21,136.77,1294454
2025-12-25,BUMI.JK,135.78,137.73,132.68,135.33,986826
2025-12-26,BUMI.JK,136.37,137.57,136.28,136.93,643433
